cycle,time,voltage,soc,soh,r0,time_to_runaway,output_limit,status
0,563.12,3.7585,0.8395,1.0000,0.071818,4946918.50,1.00,0
0,581.41,3.7542,0.8344,1.0000,0.071759,4911934.00,1.00,0
0,599.66,3.7496,0.8293,1.0000,0.071753,4876434.00,1.00,0
0,617.88,3.7452,0.8243,1.0000,0.071727,4845707.00,1.00,0
0,636.05,3.7410,0.8192,1.0000,0.071643,4815652.50,1.00,0
0,654.42,3.7367,0.8141,1.0000,0.071551,4787993.00,1.00,0
0,672.59,3.7325,0.8091,1.0000,0.071473,4761282.50,1.00,0
0,690.81,3.7284,0.8040,1.0000,0.071307,4738741.00,1.00,0
0,708.94,3.7245,0.7990,1.0000,0.071229,4716486.00,1.00,0
0,727.27,3.7207,0.7937,1.0000,0.071168,4694489.00,1.00,0
0,745.58,3.7164,0.7886,1.0000,0.071168,4679005.50,1.00,0
0,763.80,3.7128,0.7835,1.0000,0.071125,4660140.50,1.00,0
0,782.11,3.7084,0.7784,1.0000,0.071140,4646685.00,1.00,0
0,800.48,3.7048,0.7733,1.0000,0.071103,4632039.50,1.00,0
0,818.80,3.7007,0.7682,1.0000,0.071101,4616585.50,1.00,0
0,837.02,3.6968,0.7631,1.0000,0.071085,4603720.00,1.00,0
0,855.25,3.6930,0.7580,1.0000,0.071036,4587398.50,1.00,0
0,873.58,3.6892,0.7529,1.0000,0.071002,4571989.00,1.00,0
0,891.81,3.6852,0.7478,1.0000,0.071012,4561161.00,1.00,0
0,910.14,3.6815,0.7427,1.0000,0.070914,4545770.50,1.00,0
0,928.39,3.6778,0.7376,1.0000,0.070885,4531737.00,1.00,0
0,946.72,3.6741,0.7325,1.0000,0.070799,4518737.00,1.00,0
0,965.05,3.6703,0.7274,1.0000,0.070759,4504391.50,1.00,0
0,983.39,3.6667,0.7223,1.0000,0.070642,4492344.00,1.00,0
0,1001.77,3.6630,0.7172,1.0000,0.070589,4478261.00,1.00,0
0,1020.17,3.6597,0.7121,1.0000,0.070422,4462213.50,1.00,0
0,1038.59,3.6559,0.7070,1.0000,0.070320,4448470.50,1.00,0
0,1056.92,3.6523,0.7019,1.0000,0.070261,4432902.00,1.00,0
0,1075.20,3.6488,0.6968,1.0000,0.070228,4418381.00,1.00,0
0,1093.69,3.6455,0.6917,1.0000,0.070255,4405420.50,1.00,0
0,1112.00,3.6421,0.6866,1.0000,0.070222,4390780.50,1.00,0
0,1130.33,3.6385,0.6815,1.0000,0.070300,4375029.50,1.00,0
0,1148.75,3.6351,0.6763,1.0000,0.070314,4358029.50,1.00,0
0,1167.12,3.6317,0.6712,1.0000,0.070391,4346413.50,1.00,0
0,1185.64,3.6286,0.6660,1.0000,0.070377,4328831.00,1.00,0
0,1203.98,3.6250,0.6609,1.0000,0.070435,4314190.50,1.00,0
0,1222.41,3.6216,0.6557,1.0000,0.070479,4299615.00,1.00,0
0,1240.80,3.6185,0.6506,1.0000,0.070460,4286070.00,1.00,0
0,1259.16,3.6151,0.6454,1.0000,0.070526,4268927.00,1.00,0
0,1277.55,3.6119,0.6403,1.0000,0.070547,4252509.00,1.00,0
0,1295.91,3.6086,0.6351,1.0000,0.070594,4237107.50,1.00,0
0,1314.30,3.6055,0.6300,1.0000,0.070541,4223581.50,1.00,0
0,1332.69,3.6022,0.6248,1.0000,0.070606,4208783.00,1.00,0
0,1351.20,3.5989,0.6197,1.0000,0.070592,4197124.50,1.00,0
0,1369.69,3.5958,0.6145,1.0000,0.070616,4181476.50,1.00,0
0,1388.12,3.5930,0.6094,1.0000,0.070522,4167206.00,1.00,0
0,1406.58,3.5897,0.6042,1.0000,0.070545,4151622.50,1.00,0
0,1425.06,3.5867,0.5990,1.0000,0.070467,4139119.00,1.00,0
0,1443.61,3.5834,0.5938,1.0000,0.070474,4126133.75,1.00,0
0,1462.05,3.5805,0.5887,1.0000,0.070395,4113142.75,1.00,0
0,1480.55,3.5773,0.5836,1.0000,0.070362,4098925.25,1.00,0
0,1499.03,3.5744,0.5785,1.0000,0.070275,4085014.00,1.00,0
0,1517.67,3.5713,0.5733,1.0000,0.070104,4073806.50,1.00,0
0,1536.11,3.5687,0.5682,1.0000,0.069988,4058564.00,1.00,0
0,1554.78,3.5656,0.5630,1.0000,0.069879,4046680.00,1.00,0
0,1573.28,3.5626,0.5579,1.0000,0.069759,4033876.75,1.00,0
0,1591.86,3.5598,0.5528,1.0000,0.069660,4019197.25,1.00,0
0,1610.41,3.5569,0.5477,1.0000,0.069526,4008536.75,1.00,0
0,1628.95,3.5540,0.5425,1.0000,0.069330,3999476.25,1.00,0
0,1647.56,3.5512,0.5374,1.0000,0.069153,3985073.50,1.00,0
0,1666.06,3.5485,0.5323,1.0000,0.068985,3972245.50,1.00,0
0,1684.66,3.5458,0.5272,1.0000,0.068757,3960508.00,1.00,0
0,1703.22,3.5431,0.5221,1.0000,0.068534,3949152.25,1.00,0
0,1721.89,3.5403,0.5170,1.0000,0.068326,3937272.75,1.00,0
0,1740.44,3.5374,0.5119,1.0000,0.068158,3927203.75,1.00,0
0,1759.02,3.5352,0.5068,1.0000,0.067888,3914629.00,1.00,0
0,1777.64,3.5325,0.5018,1.0000,0.067609,3904089.00,1.00,0
0,1796.33,3.5299,0.4966,1.0000,0.067482,3893050.00,1.00,0
0,1815.05,3.5275,0.4913,1.0000,0.067466,3882213.00,1.00,0
0,1833.75,3.5250,0.4861,1.0000,0.067480,3870645.00,1.00,0
0,1852.39,3.5226,0.4809,1.0000,0.067522,3863627.00,1.00,0
0,1871.08,3.5201,0.4757,1.0000,0.067581,3852621.50,1.00,0
0,1889.84,3.5180,0.4704,1.0000,0.067585,3842922.50,1.00,0
0,1908.58,3.5154,0.4652,1.0000,0.067636,3831193.75,1.00,0
0,1927.28,3.5133,0.4600,1.0000,0.067609,3820062.00,1.00,0
0,1946.03,3.5111,0.4547,1.0000,0.067612,3809412.75,1.00,0
0,1964.89,3.5088,0.4495,1.0000,0.067666,3801250.50,1.00,0
0,1983.70,3.5069,0.4442,1.0000,0.067636,3789996.00,1.00,0
0,2002.48,3.5047,0.4390,1.0000,0.067662,3781355.50,1.00,0
0,2021.19,3.5028,0.4337,1.0000,0.067557,3772814.25,1.00,0
0,2039.91,3.5006,0.4285,1.0000,0.067593,3762311.00,1.00,0
0,2058.64,3.4988,0.4232,1.0000,0.067483,3751708.50,1.00,0
0,2077.41,3.4965,0.4180,1.0000,0.067565,3741299.50,1.00,0
0,2096.31,3.4948,0.4127,1.0000,0.067458,3730236.25,1.00,0
0,2115.05,3.4926,0.4075,1.0000,0.067485,3721625.25,1.00,0
0,2133.97,3.4909,0.4022,1.0000,0.067418,3712007.50,1.00,0
0,2152.81,3.4888,0.3969,1.0000,0.067431,3698984.50,1.00,0
0,2171.62,3.4869,0.3918,1.0000,0.067494,3688179.50,1.00,0
0,2190.55,3.4850,0.3865,1.0000,0.067514,3673599.75,1.00,0
0,2209.42,3.4832,0.3812,1.0000,0.067495,3662973.75,1.00,0
0,2228.30,3.4810,0.3759,1.0000,0.067601,3654009.00,1.00,0
0,2247.22,3.4793,0.3706,1.0000,0.067538,3642251.75,1.00,0
0,2265.97,3.4772,0.3654,1.0000,0.067624,3630933.25,1.00,0
0,2284.94,3.4753,0.3601,1.0000,0.067676,3619526.25,1.00,0
0,2303.86,3.4734,0.3548,1.0000,0.067733,3609043.00,1.00,0
0,2322.80,3.4712,0.3495,1.0000,0.067840,3597189.50,1.00,0
0,2341.77,3.4692,0.3442,1.0000,0.067933,3587653.25,1.00,0
0,2360.59,3.4672,0.3389,1.0000,0.068008,3575781.75,1.00,0
0,2379.58,3.4651,0.3336,1.0000,0.068127,3564098.50,1.00,0
0,2398.67,3.4632,0.3282,1.0000,0.068160,3551403.25,1.00,0
0,2417.80,3.4608,0.3229,1.0000,0.068312,3540691.25,1.00,0
0,2436.91,3.4585,0.3175,1.0000,0.068445,3528058.75,1.00,0
0,2455.97,3.4564,0.3122,1.0000,0.068608,3516518.00,1.00,0
0,2474.98,3.4538,0.3068,1.0000,0.068821,3499610.50,1.00,0
0,2494.03,3.4516,0.3015,1.0000,0.069020,3488928.00,1.00,0
0,2513.19,3.4493,0.2961,1.0000,0.068729,3474995.00,1.00,0
0,2532.39,3.4469,0.2921,1.0000,0.068748,3457851.75,1.00,0
0,2551.55,3.4443,0.2869,1.0000,0.068611,3445803.75,1.00,0
0,2570.58,3.4419,0.2818,1.0000,0.068403,3432239.50,1.00,0
0,2589.70,3.4389,0.2766,1.0000,0.068194,3416831.50,1.00,0
0,2608.80,3.4364,0.2714,1.0000,0.068003,3403705.75,1.00,0
0,2627.95,3.4337,0.2663,1.0000,0.067714,3388483.75,1.00,0
0,2647.23,3.4309,0.2611,1.0000,0.067500,3376361.50,1.00,0
0,2666.52,3.4278,0.2558,1.0000,0.067310,3360434.75,1.00,0
0,2685.81,3.4248,0.2506,1.0000,0.067137,3344219.25,1.00,0
0,2704.97,3.4218,0.2453,1.0000,0.066938,3328164.50,1.00,0
0,2724.20,3.4187,0.2401,1.0000,0.066754,3312661.00,1.00,0
0,2743.45,3.4155,0.2348,1.0000,0.066557,3299670.25,1.00,0
0,2762.62,3.4118,0.2295,1.0000,0.066512,3281074.25,1.00,0
0,2781.92,3.4083,0.2242,1.0000,0.066296,3268387.75,1.00,0
0,2801.25,3.4044,0.2188,1.0000,0.066255,3252808.50,1.00,0
0,2820.62,3.4002,0.2134,1.0000,0.066292,3238124.25,1.00,0
0,2839.94,3.3961,0.2080,1.0000,0.066359,3224453.75,1.00,0
0,2859.23,3.3918,0.2025,1.0000,0.066413,3207064.00,1.00,0
0,2878.58,3.3870,0.1979,1.0000,0.065051,3189707.25,1.00,0
0,2897.94,3.3820,0.1969,1.0000,0.065983,3175180.25,1.00,0
0,2917.28,3.3765,0.1936,1.0000,0.064714,3158477.75,1.00,0
0,2936.69,3.3705,0.1903,1.0000,0.063263,3143727.50,1.00,0
0,2956.08,3.3638,0.1871,1.0000,0.061940,3125711.25,1.00,0
0,2975.45,3.3569,0.1838,1.0000,0.060803,3109221.00,1.00,0
0,2994.97,3.3487,0.1805,1.0000,0.059466,3093744.00,1.00,0
0,3014.45,3.3396,0.1770,1.0000,0.058460,3075767.75,1.00,0
0,3033.89,3.3296,0.1735,1.0000,0.057379,3055837.25,1.00,0
0,3053.38,3.3182,0.1696,1.0000,0.056692,3038666.25,1.00,0
0,3072.86,3.3049,0.1656,1.0000,0.055881,3020755.50,1.00,0
0,3092.33,3.2904,0.1613,1.0000,0.055410,2999247.00,1.00,0
0,3111.83,3.2737,0.1566,1.0000,0.055014,2981796.25,1.00,0
0,3131.23,3.2545,0.1514,1.0000,0.054889,2961016.75,1.00,0
0,3150.67,3.2331,0.1459,1.0000,0.054947,2937338.25,1.00,0
0,3170.19,3.2083,0.1397,1.0000,0.055292,2917079.75,1.00,0
0,3189.73,3.1800,0.1328,1.0000,0.055911,2891484.50,1.00,0
0,3209.30,3.1472,0.1251,1.0000,0.056939,2867857.75,1.00,0
0,3229.02,3.1093,0.1164,1.0000,0.058471,2841724.00,1.00,0
0,3248.62,3.0654,0.1065,1.0000,0.060523,2816724.75,1.00,0
0,3268.33,3.0131,0.0949,1.0000,0.062609,2790454.75,1.00,0
0,3287.97,2.9492,0.0789,1.0000,0.057225,2761198.75,1.00,0
0,3307.62,2.8660,0.0636,1.0000,0.059409,2731671.50,1.00,0
0,3327.23,2.7573,0.0445,1.0000,0.064847,2699358.25,1.00,0
0,3346.94,2.6125,0.0192,1.0000,0.070790,2660334.25,1.00,0
0,3366.78,2.9981,0.0306,1.0000,0.185360,2647522.75,1.00,0
0,3386.64,3.0704,0.0552,1.0000,0.170632,2685673.75,1.00,0
0,3406.66,3.1163,0.0626,1.0000,0.170182,2736874.50,1.00,0
0,3426.62,3.1487,0.0686,1.0000,0.169950,2792762.00,1.00,0
0,3446.88,3.1729,0.0734,1.0000,0.169800,2854437.00,1.00,0
0,3466.98,3.1910,0.0773,1.0000,0.169690,2912292.75,1.00,0
0,3487.08,3.2060,0.0808,1.0000,0.169600,2973487.25,1.00,0
0,3507.33,3.2184,0.0838,1.0000,0.169551,3032235.00,1.00,0
0,3527.56,3.2288,0.0865,1.0000,0.169494,3093560.50,1.00,0
0,3547.78,3.2381,0.0888,1.0000,0.169478,3152173.25,1.00,0
0,3568.06,3.2458,0.0909,1.0000,0.169449,3213306.25,1.00,0
0,3588.33,3.2526,0.0928,1.0000,0.169417,3272334.75,1.00,0
0,3608.59,3.2587,0.0945,1.0000,0.169407,3332613.00,1.00,0
0,3628.95,3.2641,0.0961,1.0000,0.169394,3391090.00,1.00,0
0,3649.38,3.2690,0.0974,1.0000,0.169388,3448902.75,1.00,0
0,3669.88,3.2732,0.0987,1.0000,0.169381,3507353.00,1.00,0
0,3690.23,3.2772,0.1000,1.0000,0.169345,3565638.00,1.00,0
1,0.00,4.1898,1.0000,1.0000,0.102240,6669587.50,1.00,0
1,16.67,4.1889,0.9971,1.0000,0.102244,6674915.50,1.00,0
1,35.70,3.9792,0.9922,1.0000,0.097921,6651322.00,1.00,0
1,53.83,3.9569,0.9867,1.0000,0.078639,6580073.50,1.00,0
1,71.89,3.9401,0.9805,1.0000,0.076704,6497034.50,1.00,0
1,90.05,3.9261,0.9740,1.0000,0.075783,6418532.00,1.00,0
1,108.31,3.9143,0.9682,1.0000,0.075463,6336915.00,1.00,0
1,126.39,3.9039,0.9627,1.0000,0.075401,6255523.50,1.00,0
1,144.62,3.8947,0.9573,1.0000,0.075429,6177180.50,1.00,0
1,162.72,3.8861,0.9513,1.0000,0.075252,6097853.00,1.00,0
1,180.95,3.8782,0.9456,1.0000,0.075208,6027287.00,1.00,0
1,199.02,3.8706,0.9408,1.0000,0.075460,5956470.00,1.00,0
1,217.30,3.8637,0.9354,1.0000,0.075429,5879964.00,1.00,0
1,235.47,3.8571,0.9302,1.0000,0.075445,5812207.00,1.00,0
1,253.74,3.8508,0.9251,1.0000,0.075448,5746490.50,1.00,0
1,271.81,3.8447,0.9200,1.0000,0.075421,5681409.50,1.00,0
1,290.06,3.8388,0.9151,1.0000,0.075341,5615768.00,1.00,0
1,308.27,3.8331,0.9100,1.0000,0.075161,5559012.50,1.00,0
1,326.42,3.8277,0.9053,1.0000,0.075056,5500993.00,1.00,0
1,344.59,3.8225,0.9004,1.0000,0.074786,5437996.00,1.00,0
1,362.78,3.8174,0.8953,1.0000,0.074807,5381640.00,1.00,0
1,381.02,3.8124,0.8904,1.0000,0.074888,5328713.00,1.00,0
1,399.25,3.8072,0.8854,1.0000,0.075057,5273971.50,1.00,0
1,417.42,3.8025,0.8804,1.0000,0.075071,5224961.50,1.00,0
1,435.56,3.7974,0.8753,1.0000,0.075189,5170151.50,1.00,0
1,453.75,3.7926,0.8703,1.0000,0.075268,5121784.50,1.00,0
1,472.03,3.7877,0.8652,1.0000,0.075320,5074885.50,1.00,0
1,490.33,3.7827,0.8601,1.0000,0.075398,5027668.00,1.00,0
1,508.52,3.7779,0.8550,1.0000,0.075453,4986193.50,1.00,0
1,526.64,3.7728,0.8499,1.0000,0.075588,4944768.50,1.00,0
1,544.89,3.7681,0.8448,1.0000,0.075615,4910417.50,1.00,0
1,563.08,3.7634,0.8397,1.0000,0.075575,4869576.00,1.00,0
1,581.23,3.7588,0.8346,1.0000,0.075642,4832915.00,1.00,0
1,599.50,3.7545,0.8295,1.0000,0.075593,4801639.00,1.00,0
1,617.70,3.7500,0.8244,1.0000,0.075592,4774005.00,1.00,0
1,636.03,3.7456,0.8193,1.0000,0.075553,4748939.50,1.00,0
1,654.17,3.7413,0.8143,1.0000,0.075482,4719970.50,1.00,0
1,672.34,3.7372,0.8092,1.0000,0.075376,4697472.00,1.00,0
1,690.55,3.7331,0.8042,1.0000,0.075289,4674823.00,1.00,0
1,708.84,3.7291,0.7991,1.0000,0.075176,4656268.00,1.00,0
1,727.05,3.7250,0.7940,1.0000,0.075171,4639149.50,1.00,0
1,745.27,3.7209,0.7889,1.0000,0.075204,4620675.00,1.00,0
1,763.70,3.7171,0.7838,1.0000,0.075185,4601185.00,1.00,0
1,782.00,3.7132,0.7787,1.0000,0.075121,4585519.50,1.00,0
1,800.25,3.7092,0.7736,1.0000,0.075120,4572278.50,1.00,0
1,818.56,3.7054,0.7685,1.0000,0.075116,4560153.50,1.00,0
1,836.95,3.7013,0.7633,1.0000,0.075122,4548287.50,1.00,0
1,855.34,3.6975,0.7582,1.0000,0.075052,4533727.00,1.00,0
1,873.58,3.6936,0.7531,1.0000,0.075026,4523360.50,1.00,0
1,891.83,3.6898,0.7480,1.0000,0.075031,4510359.50,1.00,0
1,910.25,3.6859,0.7429,1.0000,0.074981,4496692.00,1.00,0
1,928.62,3.6822,0.7377,1.0000,0.074968,4482330.00,1.00,0
1,947.00,3.6782,0.7326,1.0000,0.074934,4466430.00,1.00,0
1,965.34,3.6747,0.7275,1.0000,0.074843,4453481.00,1.00,0
1,983.69,3.6710,0.7224,1.0000,0.074727,4443086.50,1.00,0
1,1002.00,3.6674,0.7173,1.0000,0.074658,4424665.50,1.00,0
1,1020.34,3.6638,0.7123,1.0000,0.074562,4407473.00,1.00,0
1,1038.70,3.6602,0.7072,1.0000,0.074461,4395013.50,1.00,0
1,1057.08,3.6567,0.7021,1.0000,0.074305,4379999.00,1.00,0
1,1075.42,3.6531,0.6970,1.0000,0.074319,4365868.00,1.00,0
1,1093.75,3.6497,0.6919,1.0000,0.074337,4351475.50,1.00,0
1,1112.06,3.6463,0.6868,1.0000,0.074390,4335824.00,1.00,0
1,1130.48,3.6429,0.6816,1.0000,0.074409,4319354.50,1.00,0
1,1148.75,3.6396,0.6765,1.0000,0.074474,4307974.50,1.00,0
1,1167.09,3.6359,0.6714,1.0000,0.074515,4295033.50,1.00,0
1,1185.44,3.6327,0.6663,1.0000,0.074531,4280050.00,1.00,0
1,1203.88,3.6294,0.6611,1.0000,0.074565,4262979.00,1.00,0
1,1222.17,3.6260,0.6560,1.0000,0.074627,4251017.00,1.00,0
1,1240.56,3.6226,0.6508,1.0000,0.074705,4234756.50,1.00,0
1,1259.09,3.6194,0.6456,1.0000,0.074736,4220498.00,1.00,0
1,1277.45,3.6161,0.6405,1.0000,0.074742,4207811.50,1.00,0
1,1295.84,3.6129,0.6354,1.0000,0.074743,4189590.00,1.00,0
1,1314.39,3.6098,0.6302,1.0000,0.074710,4179579.00,1.00,0
1,1332.77,3.6063,0.6250,1.0000,0.074834,4162472.00,1.00,0
1,1351.23,3.6032,0.6199,1.0000,0.074812,4150165.50,1.00,0
1,1369.69,3.6001,0.6147,1.0000,0.074820,4136317.50,1.00,0
1,1388.14,3.5970,0.6095,1.0000,0.074780,4122264.25,1.00,0
1,1406.61,3.5939,0.6044,1.0000,0.074795,4109371.25,1.00,0
1,1425.19,3.5908,0.5992,1.0000,0.074729,4097643.75,1.00,0
1,1443.70,3.5877,0.5941,1.0000,0.074681,4085100.25,1.00,0
1,1462.28,3.5847,0.5889,1.0000,0.074647,4070047.75,1.00,0
1,1480.67,3.5818,0.5839,1.0000,0.074511,4054185.00,1.00,0
1,1499.20,3.5786,0.5787,1.0000,0.074502,4043478.25,1.00,0
1,1517.77,3.5758,0.5736,1.0000,0.074347,4032592.50,1.00,0
1,1536.31,3.5728,0.5684,1.0000,0.074170,4020577.75,1.00,0
1,1554.83,3.5697,0.5633,1.0000,0.074125,4008690.50,1.00,0
1,1573.42,3.5668,0.5582,1.0000,0.073994,3994742.25,1.00,0
1,1591.97,3.5641,0.5530,1.0000,0.073842,3980887.75,1.00,0
1,1610.53,3.5610,0.5479,1.0000,0.073709,3970352.00,1.00,0
1,1629.23,3.5583,0.5428,1.0000,0.073516,3959360.00,1.00,0
1,1647.84,3.5555,0.5377,1.0000,0.073326,3949205.00,1.00,0
1,1666.50,3.5529,0.5326,1.0000,0.073163,3937024.50,1.00,0
1,1685.09,3.5503,0.5275,1.0000,0.072811,3925616.25,1.00,0
1,1703.72,3.5472,0.5223,1.0000,0.072685,3911636.00,1.00,0
1,1722.34,3.5447,0.5172,1.0000,0.072459,3901654.75,1.00,0
1,1741.02,3.5420,0.5121,1.0000,0.072233,3891075.50,1.00,0
1,1759.70,3.5395,0.5070,1.0000,0.071916,3877025.50,1.00,0
1,1778.36,3.5369,0.5019,1.0000,0.071695,3869604.50,1.00,0
1,1796.97,3.5346,0.4968,1.0000,0.071549,3857765.25,1.00,0
1,1815.62,3.5319,0.4916,1.0000,0.071546,3846446.25,1.00,0
1,1834.30,3.5296,0.4863,1.0000,0.071516,3837715.00,1.00,0
1,1852.95,3.5272,0.4811,1.0000,0.071483,3825790.00,1.00,0
1,1871.66,3.5250,0.4759,1.0000,0.071471,3815358.50,1.00,0
1,1890.31,3.5226,0.4707,1.0000,0.071513,3805702.25,1.00,0
1,1909.17,3.5201,0.4654,1.0000,0.071584,3793226.25,1.00,0
1,1927.88,3.5179,0.4602,1.0000,0.071542,3784304.25,1.00,0
1,1946.67,3.5160,0.4549,1.0000,0.071482,3770963.00,1.00,0
1,1965.41,3.5139,0.4497,1.0000,0.071485,3760723.00,1.00,0
1,1984.19,3.5117,0.4444,1.0000,0.071509,3751820.00,1.00,0
1,2002.91,3.5095,0.4392,1.0000,0.071524,3740526.25,1.00,0
1,2021.62,3.5074,0.4340,1.0000,0.071524,3729365.50,1.00,0
1,2040.36,3.5055,0.4287,1.0000,0.071459,3721410.00,1.00,0
1,2059.08,3.5037,0.4235,1.0000,0.071446,3710787.75,1.00,0
1,2077.86,3.5016,0.4183,1.0000,0.071459,3699913.75,1.00,0
1,2096.64,3.5001,0.4130,1.0000,0.071298,3686573.50,1.00,0
1,2115.69,3.4980,0.4077,1.0000,0.071328,3675545.75,1.00,0
1,2134.59,3.4959,0.4024,1.0000,0.071231,3665096.00,1.00,0
1,2153.56,3.4943,0.3971,1.0000,0.071123,3655568.25,1.00,0
1,2172.41,3.4922,0.3920,1.0000,0.071226,3644896.75,1.00,0
1,2191.25,3.4904,0.3867,1.0000,0.071231,3631984.25,1.00,0
1,2210.11,3.4888,0.3815,1.0000,0.071188,3621575.00,1.00,0
1,2228.94,3.4866,0.3762,1.0000,0.071276,3607891.25,1.00,0
1,2247.95,3.4850,0.3709,1.0000,0.071243,3598601.00,1.00,0
1,2266.88,3.4828,0.3656,1.0000,0.071323,3586419.25,1.00,0
1,2286.00,3.4809,0.3602,1.0000,0.071406,3574790.00,1.00,0
1,2305.03,3.4790,0.3549,1.0000,0.071392,3565183.75,1.00,0
1,2323.99,3.4770,0.3496,1.0000,0.071427,3552701.75,1.00,0
1,2342.91,3.4752,0.3443,1.0000,0.071460,3541972.25,1.00,0
1,2362.02,3.4733,0.3390,1.0000,0.071493,3528359.75,1.00,0
1,2381.12,3.4711,0.3336,1.0000,0.071593,3516415.50,1.00,0
1,2400.08,3.4690,0.3283,1.0000,0.071695,3505314.00,1.00,0
1,2419.06,3.4670,0.3230,1.0000,0.071774,3492701.25,1.00,0
1,2438.08,3.4649,0.3177,1.0000,0.071873,3479543.00,1.00,0
1,2457.17,3.4624,0.3123,1.0000,0.072047,3468610.75,1.00,0
1,2476.27,3.4603,0.3070,1.0000,0.072173,3455464.25,1.00,0
1,2495.36,3.4580,0.3016,1.0000,0.072350,3440076.50,1.00,0
1,2514.44,3.4557,0.2963,1.0000,0.072265,3425554.50,1.00,0
1,2533.44,3.4533,0.2927,1.0000,0.072251,3414179.25,1.00,0
1,2552.52,3.4510,0.2877,1.0000,0.071988,3402660.25,1.00,0
1,2571.58,3.4484,0.2826,1.0000,0.071776,3388599.50,1.00,0
1,2590.74,3.4457,0.2774,1.0000,0.071612,3374300.75,1.00,0
1,2609.81,3.4433,0.2723,1.0000,0.071299,3361126.50,1.00,0
1,2628.97,3.4408,0.2672,1.0000,0.071007,3347180.00,1.00,0
1,2648.27,3.4376,0.2619,1.0000,0.070847,3331873.50,1.00,0
1,2667.52,3.4349,0.2568,1.0000,0.070586,3317250.75,1.00,0
1,2686.74,3.4318,0.2515,1.0000,0.070408,3302156.75,1.00,0
1,2706.05,3.4285,0.2463,1.0000,0.070203,3286065.25,1.00,0
1,2725.33,3.4252,0.2410,1.0000,0.070006,3271936.50,1.00,0
1,2744.70,3.4219,0.2357,1.0000,0.069852,3257638.50,1.00,0
1,2763.91,3.4183,0.2304,1.0000,0.069700,3240756.25,1.00,0
1,2783.05,3.4146,0.2251,1.0000,0.069652,3226428.50,1.00,0
1,2802.34,3.4109,0.2198,1.0000,0.069603,3210938.25,1.00,0
1,2821.64,3.4069,0.2144,1.0000,0.069587,3194889.00,1.00,0
1,2840.92,3.4026,0.2089,1.0000,0.069676,3182322.50,1.00,0
1,2860.41,3.3978,0.2034,1.0000,0.069847,3166240.75,1.00,0
1,2879.77,3.3934,0.1985,1.0000,0.068816,3149417.25,1.00,0
1,2899.14,3.3881,0.1975,1.0000,0.069771,3136688.25,1.00,0
1,2918.44,3.3824,0.1942,1.0000,0.068309,3120009.50,1.00,0
1,2937.92,3.3762,0.1909,1.0000,0.067218,3104070.25,1.00,0
1,2957.41,3.3696,0.1877,1.0000,0.065808,3087894.50,1.00,0
1,2976.81,3.3620,0.1844,1.0000,0.064475,3071750.25,1.00,0
1,2996.19,3.3538,0.1811,1.0000,0.063357,3056314.00,1.00,0
1,3015.64,3.3442,0.1775,1.0000,0.062410,3040792.75,1.00,0
