cycle,time,soc_true,soc_coulomb,soc_ekf
1,108.31,0.9722,0.9744,0.9682
1,126.39,0.9668,0.9693,0.9627
1,144.62,0.9612,0.9642,0.9573
1,162.72,0.9558,0.9592,0.9513
1,180.95,0.9503,0.9541,0.9456
1,199.02,0.9448,0.9490,0.9408
1,217.30,0.9392,0.9439,0.9354
1,235.47,0.9337,0.9388,0.9302
1,253.74,0.9282,0.9337,0.9251
1,271.81,0.9227,0.9287,0.9200
1,290.06,0.9172,0.9236,0.9151
1,308.27,0.9117,0.9185,0.9100
1,326.42,0.9062,0.9134,0.9053
1,344.59,0.9007,0.9083,0.9004
1,362.78,0.8952,0.9032,0.8953
1,381.02,0.8896,0.8981,0.8904
1,399.25,0.8841,0.8930,0.8854
1,417.42,0.8786,0.8879,0.8804
1,435.56,0.8731,0.8829,0.8753
1,453.75,0.8676,0.8778,0.8703
1,472.03,0.8621,0.8727,0.8652
1,490.33,0.8565,0.8676,0.8601
1,508.52,0.8510,0.8625,0.8550
1,526.64,0.8456,0.8574,0.8499
1,544.89,0.8400,0.8523,0.8448
1,563.08,0.8345,0.8472,0.8397
1,581.23,0.8290,0.8422,0.8346
1,599.50,0.8235,0.8371,0.8295
1,617.70,0.8180,0.8320,0.8244
1,636.03,0.8124,0.8268,0.8193
1,654.17,0.8069,0.8218,0.8143
1,672.34,0.8014,0.8167,0.8092
1,690.55,0.7959,0.8116,0.8042
1,708.84,0.7904,0.8065,0.7991
1,727.05,0.7849,0.8014,0.7940
1,745.27,0.7793,0.7963,0.7889
1,763.70,0.7738,0.7912,0.7838
1,782.00,0.7682,0.7860,0.7787
1,800.25,0.7627,0.7809,0.7736
1,818.56,0.7572,0.7758,0.7685
1,836.95,0.7516,0.7707,0.7633
1,855.34,0.7460,0.7655,0.7582
1,873.58,0.7405,0.7604,0.7531
1,891.83,0.7350,0.7553,0.7480
1,910.25,0.7294,0.7502,0.7429
1,928.62,0.7238,0.7451,0.7377
1,947.00,0.7183,0.7399,0.7326
1,965.34,0.7127,0.7348,0.7275
1,983.69,0.7072,0.7297,0.7224
1,1002.00,0.7016,0.7246,0.7173
1,1020.34,0.6961,0.7194,0.7123
1,1038.70,0.6905,0.7143,0.7072
1,1057.08,0.6849,0.7092,0.7021
1,1075.42,0.6794,0.7040,0.6970
1,1093.75,0.6738,0.6989,0.6919
1,1112.06,0.6683,0.6938,0.6868
1,1130.48,0.6627,0.6886,0.6816
1,1148.75,0.6572,0.6835,0.6765
1,1167.09,0.6517,0.6784,0.6714
1,1185.44,0.6461,0.6733,0.6663
1,1203.88,0.6405,0.6681,0.6611
1,1222.17,0.6350,0.6630,0.6560
1,1240.56,0.6294,0.6579,0.6508
1,1259.09,0.6238,0.6527,0.6456
1,1277.45,0.6182,0.6476,0.6405
1,1295.84,0.6127,0.6424,0.6354
1,1314.39,0.6070,0.6372,0.6302
1,1332.77,0.6015,0.6321,0.6250
1,1351.23,0.5959,0.6269,0.6199
1,1369.69,0.5903,0.6218,0.6147
1,1388.14,0.5847,0.6166,0.6095
1,1406.61,0.5791,0.6115,0.6044
1,1425.19,0.5735,0.6063,0.5992
1,1443.70,0.5679,0.6011,0.5941
1,1462.28,0.5623,0.5959,0.5889
1,1480.67,0.5567,0.5907,0.5839
1,1499.20,0.5511,0.5856,0.5787
1,1517.77,0.5455,0.5804,0.5736
1,1536.31,0.5398,0.5752,0.5684
1,1554.83,0.5342,0.5700,0.5633
1,1573.42,0.5286,0.5648,0.5582
1,1591.97,0.5230,0.5596,0.5530
1,1610.53,0.5174,0.5544,0.5479
1,1629.23,0.5117,0.5492,0.5428
1,1647.84,0.5061,0.5440,0.5377
1,1666.50,0.5004,0.5388,0.5326
1,1685.09,0.4948,0.5336,0.5275
1,1703.72,0.4891,0.5284,0.5223
1,1722.34,0.4835,0.5232,0.5172
1,1741.02,0.4778,0.5180,0.5121
1,1759.70,0.4722,0.5127,0.5070
1,1778.36,0.4665,0.5075,0.5019
1,1796.97,0.4609,0.5023,0.4968
1,1815.62,0.4553,0.4971,0.4916
1,1834.30,0.4496,0.4919,0.4863
1,1852.95,0.4440,0.4867,0.4811
1,1871.66,0.4383,0.4815,0.4759
1,1890.31,0.4326,0.4762,0.4707
1,1909.17,0.4269,0.4710,0.4654
1,1927.88,0.4213,0.4657,0.4602
1,1946.67,0.4156,0.4605,0.4549
1,1965.41,0.4099,0.4552,0.4497
1,1984.19,0.4042,0.4500,0.4444
1,2002.91,0.3985,0.4448,0.4392
1,2021.62,0.3929,0.4395,0.4340
1,2040.36,0.3872,0.4343,0.4287
1,2059.08,0.3815,0.4290,0.4235
1,2077.86,0.3758,0.4238,0.4183
1,2096.64,0.3702,0.4186,0.4130
1,2115.69,0.3644,0.4132,0.4077
1,2134.59,0.3587,0.4079,0.4024
1,2153.56,0.3529,0.4026,0.3971
1,2172.41,0.3472,0.3974,0.3920
1,2191.25,0.3415,0.3921,0.3867
1,2210.11,0.3358,0.3868,0.3815
1,2228.94,0.3301,0.3816,0.3762
1,2247.95,0.3244,0.3763,0.3709
1,2266.88,0.3186,0.3710,0.3656
1,2286.00,0.3128,0.3656,0.3602
1,2305.03,0.3071,0.3603,0.3549
1,2323.99,0.3013,0.3550,0.3496
1,2342.91,0.2956,0.3497,0.3443
1,2362.02,0.2898,0.3444,0.3390
1,2381.12,0.2840,0.3390,0.3336
1,2400.08,0.2783,0.3338,0.3283
1,2419.06,0.2726,0.3284,0.3230
1,2438.08,0.2668,0.3231,0.3177
1,2457.17,0.2610,0.3178,0.3123
1,2476.27,0.2552,0.3125,0.3070
1,2495.36,0.2495,0.3071,0.3016
1,2514.44,0.2437,0.3018,0.2963
1,2533.44,0.2379,0.2965,0.2927
1,2552.52,0.2321,0.2911,0.2877
1,2571.58,0.2264,0.2858,0.2826
1,2590.74,0.2206,0.2805,0.2774
1,2609.81,0.2148,0.2751,0.2723
1,2628.97,0.2090,0.2698,0.2672
1,2648.27,0.2031,0.2644,0.2619
1,2667.52,0.1973,0.2590,0.2568
1,2686.74,0.1915,0.2536,0.2515
1,2706.05,0.1857,0.2482,0.2463
1,2725.33,0.1798,0.2428,0.2410
1,2744.70,0.1739,0.2374,0.2357
1,2763.91,0.1681,0.2320,0.2304
1,2783.05,0.1623,0.2267,0.2251
1,2802.34,0.1565,0.2213,0.2198
1,2821.64,0.1506,0.2159,0.2144
1,2840.92,0.1448,0.2105,0.2089
1,2860.41,0.1389,0.2051,0.2034
1,2879.77,0.1331,0.1997,0.1985
1,2899.14,0.1272,0.1943,0.1975
1,2918.44,0.1214,0.1889,0.1942
1,2937.92,0.1155,0.1834,0.1909
1,2957.41,0.1096,0.1780,0.1877
1,2976.81,0.1037,0.1726,0.1844
1,2996.19,0.0978,0.1671,0.1811
1,3015.64,0.0919,0.1617,0.1775
1,3035.09,0.0860,0.1563,0.1739
1,3054.58,0.0801,0.1508,0.1700
1,3074.02,0.0743,0.1454,0.1658
1,3093.53,0.0684,0.1399,0.1611
1,3113.09,0.0624,0.1345,0.1561
1,3132.64,0.0565,0.1290,0.1505
1,3152.24,0.0506,0.1235,0.1444
1,3171.77,0.0447,0.1181,0.1375
1,3191.25,0.0388,0.1126,0.1298
1,3210.70,0.0329,0.1072,0.1211
1,3230.38,0.0269,0.1017,0.1110
1,3250.03,0.0210,0.0962,0.0993
1,3269.69,0.0150,0.0907,0.0817
1,3289.53,0.0090,0.0852,0.0659
1,3309.19,0.0031,0.0797,0.0446
1,3328.83,0.0000,0.0742,0.0150
1,3348.74,0.0000,0.0742,0.0279
1,3368.69,0.0000,0.0742,0.0539
1,3388.74,0.0000,0.0742,0.0622
1,3408.75,0.0000,0.0742,0.0688
1,3428.72,0.0000,0.0742,0.0740
1,3448.80,0.0000,0.0742,0.0784
1,3468.95,0.0000,0.0742,0.0822
1,3489.22,0.0000,0.0741,0.0857
1,3509.61,0.0000,0.0741,0.0887
1,3529.83,0.0000,0.0741,0.0914
1,3550.16,0.0000,0.0741,0.0938
1,3570.45,0.0000,0.0741,0.0960
1,3590.80,0.0000,0.0741,0.0981
1,3611.17,0.0000,0.0741,0.0997
1,3631.44,0.0000,0.0741,0.1013
1,3651.88,0.0000,0.0741,0.1026
1,3672.34,0.0000,0.0741,0.1042
2,0.00,1.0000,1.0000,1.0000
2,16.80,1.0000,1.0000,0.9952
2,35.77,0.9942,0.9947,0.9905
2,53.89,0.9887,0.9896,0.9850
2,72.09,0.9831,0.9845,0.9800
2,90.19,0.9776,0.9795,0.9745
2,108.33,0.9721,0.9744,0.9682
2,126.61,0.9665,0.9693,0.9619
2,144.83,0.9610,0.9642,0.9578
2,163.06,0.9554,0.9591,0.9521
2,181.25,0.9499,0.9540,0.9459
2,199.41,0.9444,0.9489,0.9406
2,217.45,0.9389,0.9439,0.9356
2,235.52,0.9334,0.9389,0.9305
2,253.80,0.9278,0.9337,0.9253
2,271.94,0.9223,0.9287,0.9202
2,290.11,0.9167,0.9236,0.9152
2,308.25,0.9112,0.9185,0.9106
2,326.38,0.9057,0.9134,0.9049
2,344.56,0.9001,0.9084,0.9004
2,362.72,0.8946,0.9033,0.8952
2,380.84,0.8891,0.8982,0.8911
2,399.08,0.8835,0.8931,0.8861
2,417.23,0.8780,0.8881,0.8811
2,435.44,0.8725,0.8830,0.8760
2,453.64,0.8669,0.8779,0.8709
2,471.84,0.8614,0.8728,0.8659
2,490.06,0.8558,0.8677,0.8608
2,508.28,0.8503,0.8626,0.8557
2,526.52,0.8447,0.8575,0.8506
2,544.75,0.8391,0.8524,0.8455
2,562.97,0.8336,0.8473,0.8403
2,581.19,0.8280,0.8422,0.8352
2,599.36,0.8225,0.8371,0.8302
2,617.55,0.8170,0.8320,0.8251
2,635.72,0.8114,0.8270,0.8200
2,654.08,0.8058,0.8218,0.8149
2,672.36,0.8003,0.8167,0.8098
2,690.56,0.7947,0.8116,0.8048
2,709.00,0.7891,0.8065,0.7997
2,727.17,0.7836,0.8014,0.7945
2,745.45,0.7780,0.7963,0.7894
2,763.67,0.7725,0.7912,0.7843
2,781.94,0.7669,0.7861,0.7792
2,800.31,0.7613,0.7809,0.7740
2,818.64,0.7557,0.7758,0.7689
2,836.97,0.7501,0.7707,0.7638
2,855.34,0.7445,0.7656,0.7587
2,873.73,0.7389,0.7604,0.7535
2,892.12,0.7333,0.7553,0.7484
2,910.34,0.7278,0.7502,0.7433
2,928.64,0.7222,0.7451,0.7382
2,947.03,0.7166,0.7399,0.7331
2,965.42,0.7110,0.7348,0.7280
2,983.78,0.7054,0.7297,0.7229
2,1002.16,0.6998,0.7245,0.7178
2,1020.53,0.6942,0.7194,0.7127
2,1038.88,0.6886,0.7143,0.7076
2,1057.39,0.6830,0.7091,0.7024
2,1075.81,0.6774,0.7039,0.6973
2,1094.17,0.6718,0.6988,0.6922
2,1112.55,0.6662,0.6937,0.6870
2,1130.91,0.6606,0.6885,0.6819
2,1149.20,0.6550,0.6834,0.6768
2,1167.50,0.6494,0.6783,0.6717
2,1185.84,0.6439,0.6732,0.6665
2,1204.23,0.6383,0.6680,0.6614
2,1222.56,0.6327,0.6629,0.6563
2,1241.00,0.6271,0.6578,0.6511
2,1259.41,0.6215,0.6526,0.6460
2,1277.88,0.6158,0.6474,0.6408
2,1296.27,0.6102,0.6423,0.6356
2,1314.69,0.6046,0.6372,0.6305
2,1333.20,0.5990,0.6320,0.6253
2,1351.70,0.5933,0.6268,0.6201
2,1370.20,0.5877,0.6216,0.6149
2,1388.70,0.5821,0.6165,0.6098
2,1407.23,0.5764,0.6113,0.6046
2,1425.77,0.5708,0.6061,0.5994
2,1444.31,0.5651,0.6009,0.5943
2,1462.78,0.5595,0.5957,0.5891
2,1481.39,0.5538,0.5905,0.5840
2,1499.95,0.5481,0.5853,0.5788
2,1518.48,0.5425,0.5802,0.5737
2,1537.09,0.5368,0.5750,0.5686
2,1555.64,0.5312,0.5698,0.5634
2,1574.20,0.5255,0.5646,0.5583
2,1592.73,0.5199,0.5594,0.5532
2,1611.27,0.5143,0.5542,0.5481
2,1629.81,0.5086,0.5491,0.5430
2,1648.41,0.5029,0.5439,0.5379
2,1666.98,0.4973,0.5387,0.5328
2,1685.52,0.4916,0.5335,0.5277
2,1704.25,0.4859,0.5283,0.5226
2,1722.81,0.4803,0.5231,0.5175
2,1741.47,0.4746,0.5179,0.5124
2,1760.16,0.4689,0.5126,0.5073
2,1778.83,0.4632,0.5074,0.5022
2,1797.55,0.4575,0.5022,0.4971
2,1816.30,0.4518,0.4970,0.4915
2,1835.03,0.4461,0.4917,0.4864
2,1853.78,0.4404,0.4865,0.4811
2,1872.53,0.4347,0.4812,0.4759
2,1891.27,0.4290,0.4760,0.4706
2,1910.03,0.4233,0.4708,0.4654
2,1928.69,0.4176,0.4656,0.4602
2,1947.34,0.4119,0.4603,0.4549
2,1966.06,0.4062,0.4551,0.4497
2,1984.72,0.4005,0.4499,0.4445
2,2003.44,0.3948,0.4447,0.4393
2,2022.20,0.3891,0.4394,0.4340
2,2040.98,0.3834,0.4342,0.4288
2,2059.77,0.3777,0.4289,0.4235
2,2078.56,0.3720,0.4237,0.4183
2,2097.36,0.3662,0.4184,0.4130
2,2116.09,0.3605,0.4132,0.4078
2,2134.86,0.3548,0.4079,0.4026
2,2153.72,0.3491,0.4027,0.3973
2,2172.67,0.3433,0.3974,0.3919
2,2191.61,0.3375,0.3921,0.3866
2,2210.52,0.3318,0.3868,0.3814
2,2229.44,0.3260,0.3815,0.3761
2,2248.42,0.3202,0.3762,0.3708
2,2267.47,0.3144,0.3709,0.3654
2,2286.41,0.3087,0.3656,0.3602
2,2305.30,0.3029,0.3603,0.3549
2,2324.28,0.2971,0.3550,0.3496
2,2343.36,0.2913,0.3497,0.3442
2,2362.25,0.2856,0.3444,0.3389
2,2381.20,0.2798,0.3391,0.3336
2,2400.27,0.2740,0.3338,0.3283
2,2419.23,0.2682,0.3285,0.3230
2,2438.31,0.2624,0.3231,0.3176
2,2457.42,0.2566,0.3178,0.3123
2,2476.48,0.2508,0.3125,0.3069
2,2495.62,0.2450,0.3071,0.3015
2,2514.73,0.2391,0.3018,0.2962
2,2533.86,0.2333,0.2964,0.2925
2,2552.94,0.2275,0.2911,0.2875
2,2572.02,0.2217,0.2858,0.2824
2,2591.12,0.2159,0.2804,0.2772
2,2610.27,0.2101,0.2751,0.2721
2,2629.44,0.2042,0.2697,0.2669
2,2648.64,0.1984,0.2644,0.2618
2,2667.77,0.1925,0.2590,0.2566
2,2686.91,0.1867,0.2537,0.2514
2,2705.98,0.1809,0.2483,0.2462
2,2725.27,0.1750,0.2429,0.2409
2,2744.56,0.1692,0.2376,0.2356
2,2763.81,0.1633,0.2322,0.2303
2,2783.16,0.1574,0.2268,0.2249
2,2802.41,0.1515,0.2214,0.2196
2,2821.72,0.1457,0.2160,0.2142
2,2840.95,0.1398,0.2106,0.2087
2,2860.34,0.1339,0.2052,0.2033
2,2879.72,0.1280,0.1998,0.1984
2,2899.25,0.1220,0.1943,0.1972
2,2918.70,0.1161,0.1889,0.1939
2,2938.16,0.1102,0.1835,0.1906
2,2957.47,0.1043,0.1781,0.1873
2,2976.86,0.0984,0.1726,0.1839
2,2996.30,0.0925,0.1672,0.1806
2,3015.77,0.0866,0.1618,0.1770
2,3035.28,0.0806,0.1563,0.1731
2,3054.80,0.0747,0.1508,0.1691
2,3074.30,0.0687,0.1454,0.1646
2,3093.72,0.0628,0.1400,0.1599
2,3113.25,0.0569,0.1345,0.1545
2,3132.88,0.0509,0.1290,0.1486
2,3152.53,0.0449,0.1235,0.1419
2,3172.16,0.0389,0.1180,0.1345
2,3191.73,0.0330,0.1126,0.1260
2,3211.31,0.0270,0.1071,0.1165
2,3230.95,0.0210,0.1016,0.1054
2,3250.44,0.0151,0.0962,0.0924
2,3270.06,0.0091,0.0907,0.0732
2,3289.77,0.0031,0.0852,0.0537
2,3309.42,0.0000,0.0797,0.0263
2,3329.28,0.0000,0.0797,0.0380
2,3349.11,0.0000,0.0797,0.0616
2,3368.94,0.0000,0.0797,0.0696
2,3388.91,0.0000,0.0797,0.0759
2,3408.72,0.0000,0.0797,0.0810
2,3428.66,0.0000,0.0797,0.0853
2,3448.64,0.0000,0.0796,0.0891
2,3468.86,0.0000,0.0796,0.0924
2,3489.09,0.0000,0.0796,0.0954
2,3509.45,0.0000,0.0796,0.0980
2,3529.64,0.0000,0.0796,0.1004
2,3549.91,0.0000,0.0796,0.1022
2,3570.25,0.0000,0.0796,0.1044
2,3590.59,0.0000,0.0796,0.1066
2,3610.84,0.0000,0.0796,0.1086
2,3631.20,0.0000,0.0796,0.1104
2,3651.64,0.0000,0.0796,0.1122
3,0.00,1.0000,1.0000,1.0000
3,16.77,1.0000,1.0000,0.9957
3,35.75,0.9942,0.9947,0.9910
3,53.81,0.9887,0.9896,0.9856
3,72.05,0.9832,0.9846,0.9794
3,90.22,0.9776,0.9795,0.9737
3,108.38,0.9721,0.9744,0.9682
3,126.58,0.9666,0.9693,0.9625
3,144.78,0.9610,0.9642,0.9558
3,163.02,0.9555,0.9591,0.9512
3,181.20,0.9499,0.9540,0.9458
3,199.38,0.9444,0.9490,0.9408
3,217.59,0.9388,0.9439,0.9352
3,235.86,0.9333,0.9388,0.9301
3,254.06,0.9277,0.9337,0.9250
3,272.23,0.9222,0.9286,0.9201
3,290.36,0.9167,0.9235,0.9150
3,308.55,0.9111,0.9185,0.9101
3,326.78,0.9056,0.9134,0.9053
3,344.86,0.9001,0.9083,0.9007
3,363.09,0.8945,0.9032,0.8956
3,381.25,0.8890,0.8981,0.8912
3,399.39,0.8835,0.8931,0.8861
3,417.50,0.8780,0.8880,0.8811
3,435.61,0.8724,0.8829,0.8761
3,453.81,0.8669,0.8779,0.8710
3,471.97,0.8614,0.8728,0.8660
3,490.28,0.8558,0.8677,0.8608
3,508.48,0.8502,0.8626,0.8558
3,526.62,0.8447,0.8575,0.8507
3,544.88,0.8392,0.8524,0.8456
3,563.09,0.8336,0.8473,0.8405
3,581.23,0.8281,0.8422,0.8354
3,599.47,0.8225,0.8372,0.8303
3,617.56,0.8170,0.8321,0.8253
3,635.83,0.8115,0.8270,0.8202
3,653.95,0.8059,0.8219,0.8151
3,672.12,0.8004,0.8168,0.8101
3,690.39,0.7948,0.8117,0.8050
3,708.56,0.7893,0.8066,0.8000
3,726.77,0.7837,0.8016,0.7949
3,745.09,0.7782,0.7964,0.7898
3,763.34,0.7726,0.7913,0.7847
3,781.62,0.7670,0.7862,0.7796
3,800.02,0.7614,0.7811,0.7744
3,818.45,0.7558,0.7759,0.7693
3,836.58,0.7503,0.7709,0.7642
3,854.94,0.7447,0.7657,0.7591
3,873.33,0.7391,0.7606,0.7540
3,891.73,0.7335,0.7554,0.7488
3,910.08,0.7279,0.7503,0.7437
3,928.55,0.7223,0.7452,0.7385
3,946.83,0.7167,0.7401,0.7334
3,965.19,0.7111,0.7349,0.7283
3,983.50,0.7056,0.7298,0.7232
3,1001.92,0.6999,0.7247,0.7181
